PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=446&external=true&parentUrl=close,PO #99SWC-NV25-25281:446,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Adjutant General,Emergency Management,Cailean Demmon,3PCR - Complete Receipt,06/03/2025,$14.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=447&external=true&parentUrl=close,PO #99SWC-NV25-25281:447,Laminated P-Touch Tape- pack of 10,"Amazon Capital Services, Inc.",Department of Administration,OCIO,Kaouri Alipio,3PCR - Complete Receipt,06/03/2025,$82.84
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=448&external=true&parentUrl=close,PO #99SWC-NV25-25281:448,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Taxation,Department of Taxation,Kaleigh Pellissier,3PCR - Complete Receipt,06/03/2025,$193.46
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=449&external=true&parentUrl=close,PO #99SWC-NV25-25281:449,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Taxation,Department of Taxation,Shannon Balzer,3PCR - Complete Receipt,06/03/2025,$136.40
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=450&external=true&parentUrl=close,PO #99SWC-NV25-25281:450,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Taxation,Department of Taxation,Tanya Neely,3PS - Sent,06/03/2025,$163.20
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=451&external=true&parentUrl=close,PO #99SWC-NV25-25281:451,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Adrienne Villanueva,3PCR - Complete Receipt,06/03/2025,$15.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=452&external=true&parentUrl=close,PO #99SWC-NV25-25281:452,Headset,"Amazon Capital Services, Inc.",Department of Administration,OCIO,Aisha Chiu,3PCR - Complete Receipt,06/03/2025,$191.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=453&external=true&parentUrl=close,PO #99SWC-NV25-25281:453,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Loretta Kempski,3PCR - Complete Receipt,06/04/2025,$135.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=454&external=true&parentUrl=close,PO #99SWC-NV25-25281:454,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Loretta Kempski,3PCR - Complete Receipt,06/04/2025,$56.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=455&external=true&parentUrl=close,PO #99SWC-NV25-25281:455,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Loretta Kempski,3PCR - Complete Receipt,06/04/2025,$69.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=456&external=true&parentUrl=close,PO #99SWC-NV25-25281:456,6-4-25 Amazon 6 x 4 Magnetic White Board G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Matthew Laruccia,3PS - Sent,06/04/2025,$192.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=457&external=true&parentUrl=close,PO #99SWC-NV25-25281:457,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Benjamin Leavitt,3PS - Sent,06/04/2025,$618.23
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=458&external=true&parentUrl=close,PO #99SWC-NV25-25281:458,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Benjamin Leavitt,3PS - Sent,06/04/2025,$189.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=459&external=true&parentUrl=close,PO #99SWC-NV25-25281:459,Curtains for 1309,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Martha Rivera,3PCR - Complete Receipt,06/04/2025,$359.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=460&external=true&parentUrl=close,PO #99SWC-NV25-25281:460,2 metal cabinets for mineral building,"Amazon Capital Services, Inc.",Department of Administration,OCIO,Kaouri Alipio,3PCR - Complete Receipt,06/04/2025,$339.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=461&external=true&parentUrl=close,PO #99SWC-NV25-25281:461,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Commission on Mineral Resources,Commission on Mineral Resource,Crystal Cruson,3PCR - Complete Receipt,06/04/2025,$39.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=462&external=true&parentUrl=close,PO #99SWC-NV25-25281:462,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Public Safety,Parole Board,Hanna Branchcomb,3PS - Sent,06/04/2025,$359.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=463&external=true&parentUrl=close,PO #99SWC-NV25-25281:463,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Commission on Mineral Resources,Commission on Mineral Resource,Crystal Cruson,3PCR - Complete Receipt,06/04/2025,$27.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=464&external=true&parentUrl=close,PO #99SWC-NV25-25281:464,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Lin Salzano,3PCR - Complete Receipt,06/04/2025,$29.58
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=465&external=true&parentUrl=close,PO #99SWC-NV25-25281:465,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Lin Salzano,3PCR - Complete Receipt,06/04/2025,$29.58
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=466&external=true&parentUrl=close,PO #99SWC-NV25-25281:466,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Governor's Office of Economic Development,Governor's Office of Economic Development,Amber Winig,3PS - Sent,06/04/2025,$37.88
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=467&external=true&parentUrl=close,PO #99SWC-NV25-25281:467,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Governor's Office of Economic Development,Governor's Office of Economic Development,Amber Winig,3PS - Sent,06/04/2025,$16.50
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=468&external=true&parentUrl=close,PO #99SWC-NV25-25281:468,"1300 - Julee H - iPad case, Protector","Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,06/04/2025,$59.91
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=469&external=true&parentUrl=close,PO #99SWC-NV25-25281:469,Matt Shanks - Game Order - tank and mister,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/04/2025,$186.20
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=470&external=true&parentUrl=close,PO #99SWC-NV25-25281:470,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Division of Water Resources,Madison Heflin,3PCR - Complete Receipt,06/04/2025,$117.79
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=471&external=true&parentUrl=close,PO #99SWC-NV25-25281:471,Marisa Peters order for Hunter Burkett,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/04/2025,$627.34
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=472&external=true&parentUrl=close,PO #99SWC-NV25-25281:472,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,06/04/2025,$214.85
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=473&external=true&parentUrl=close,PO #99SWC-NV25-25281:473,06-04-2025 Rawson Neal Token Economy,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,06/04/2025,$415.88
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=474&external=true&parentUrl=close,PO #99SWC-NV25-25281:474,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,Ally Hernandez,3PS - Sent,06/04/2025,$167.45
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=475&external=true&parentUrl=close,PO #99SWC-NV25-25281:475,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Governor's Office of Economic Development,Governor's Office of Economic Development,Amber Winig,3PS - Sent,06/04/2025,$78.85
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=476&external=true&parentUrl=close,PO #99SWC-NV25-25281:476,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Education,Department of Education,Martha Warachowski,3PS - Sent,06/04/2025,$763.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=477&external=true&parentUrl=close,PO #99SWC-NV25-25281:477,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,06/04/2025,$27.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=478&external=true&parentUrl=close,PO #99SWC-NV25-25281:478,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Tierra Sears,3PS - Sent,06/04/2025,$61.87
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=479&external=true&parentUrl=close,PO #99SWC-NV25-25281:479,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Adrienne Villanueva,3PCR - Complete Receipt,06/04/2025,$82.93
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=480&external=true&parentUrl=close,PO #99SWC-NV25-25281:480,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Cannabis Compliance Board,Cannabis Compliance Board,Michele Hudson,3PCR - Complete Receipt,06/04/2025,$145.05
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=481&external=true&parentUrl=close,PO #99SWC-NV25-25281:481,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Daniele Hensley,3PCO - Closed,06/04/2025,$192.78
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=482&external=true&parentUrl=close,PO #99SWC-NV25-25281:482,Mark Enders Order,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/04/2025,"$1,599.99"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=483&external=true&parentUrl=close,PO #99SWC-NV25-25281:483,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Wyatt Layland,3PS - Sent,06/04/2025,$99.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=484&external=true&parentUrl=close,PO #99SWC-NV25-25281:484,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Christopher Naylor,3PS - Sent,06/05/2025,"$1,205.90"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=485&external=true&parentUrl=close,PO #99SWC-NV25-25281:485,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Debbie Bronson,3PS - Sent,06/05/2025,$28.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=486&external=true&parentUrl=close,PO #99SWC-NV25-25281:486,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Debbie Bronson,3PS - Sent,06/05/2025,$191.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=487&external=true&parentUrl=close,PO #99SWC-NV25-25281:487,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Meghan Hammargren,3PS - Sent,06/05/2025,$46.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=488&external=true&parentUrl=close,PO #99SWC-NV25-25281:488,Elko Amazon Spend Down #2,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Cassie Morgan,3PCR - Complete Receipt,06/05/2025,$589.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=489&external=true&parentUrl=close,PO #99SWC-NV25-25281:489,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Travis Traefald,3PCR - Complete Receipt,06/05/2025,"$4,694.93"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=490&external=true&parentUrl=close,PO #99SWC-NV25-25281:490,EPRO/SR-5154,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Garrett Fehner,3PCR - Complete Receipt,06/05/2025,$92.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=491&external=true&parentUrl=close,PO #99SWC-NV25-25281:491,EPRO SR 5155,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Boyd Strassburg,3PCR - Complete Receipt,06/05/2025,"$2,193.22"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=492&external=true&parentUrl=close,PO #99SWC-NV25-25281:492,Carson Amazon Spend Down #2,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Cassie Morgan,3PCR - Complete Receipt,06/05/2025,"$2,415.24"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=493&external=true&parentUrl=close,PO #99SWC-NV25-25281:493,06-05-2025 Amazon Annex D Client Finger Splint,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,06/05/2025,$19.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=494&external=true&parentUrl=close,PO #99SWC-NV25-25281:494,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Wyatt Layland,3PS - Sent,06/05/2025,$196.41
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=495&external=true&parentUrl=close,PO #99SWC-NV25-25281:495,Jon Young Amazon Order,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/05/2025,"$1,391.79"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=496&external=true&parentUrl=close,PO #99SWC-NV25-25281:496,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,"Nevada State Library, Archives and Public Records",Marie Markovich,3PCR - Complete Receipt,06/05/2025,$447.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=497&external=true&parentUrl=close,PO #99SWC-NV25-25281:497,Amazon Power Banks & Chargers,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Heidi Hagander,3PCR - Complete Receipt,06/05/2025,"$2,488.32"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=498&external=true&parentUrl=close,PO #99SWC-NV25-25281:498,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,06/05/2025,$205.53
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=499&external=true&parentUrl=close,PO #99SWC-NV25-25281:499,Amazon USB Cables,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Heidi Hagander,3PCR - Complete Receipt,06/05/2025,$53.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=500&external=true&parentUrl=close,PO #99SWC-NV25-25281:500,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,06/05/2025,$54.62
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=501&external=true&parentUrl=close,PO #99SWC-NV25-25281:501,epro sr-5156,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Rett Smith,3PCR - Complete Receipt,06/05/2025,$430.24
