PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=RX+440+PI00000871&releaseNbr=0&external=true&parentUrl=close,PO #RX 440 PI00000871,Steel Tube,BROWN STRAUSS INC,Department of Corrections,Department of Corrections,Joel Smedes,3PCR - Complete Receipt,02/14/2022,"$15,739.58"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=RPA1&releaseNbr=0&external=true&parentUrl=close,PO #RPA1,2018 Big Game Regulations,J. F. Griffin Publishing LLC,Department of Wildlife,Department of Wildlife,Christine Phipps,3PCO - Closed,04/16/2019,"$67,362.70"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=R59848&releaseNbr=0&external=true&parentUrl=close,PO #R59848,Airgas Cylinder Lease,"Airgas USA, LLC",Department of Corrections,Department of Corrections,Mike Sison,3PCR - Complete Receipt,08/11/2023,"$1,037.88"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR%23+377625&releaseNbr=0&external=true&parentUrl=close,PO #IGOR# 377625,Annual Onbase Support Renewal,Precision Document Imaging,Department of Administration,Division of Human Resource Management,Michele Vietti,3PCR - Complete Receipt,12/02/2021,"$3,341.84"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR%23+367436&releaseNbr=0&external=true&parentUrl=close,PO #IGOR# 367436,Tuning Letter Subscription Renewal,"Watson & Walker, Inc.",Department of Administration,OCIO,Sara Johnson,3PCR - Complete Receipt,09/09/2021,"$1,540.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR%23+367329&releaseNbr=0&external=true&parentUrl=close,PO #IGOR# 367329,Core Security Renewal,"Help/Systems, LLC",Department of Administration,OCIO,Michele Vietti,3PCR - Complete Receipt,08/30/2021,"$14,625.86"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR+535881&releaseNbr=0&external=true&parentUrl=close,PO #IGOR 535881,Bird Deflectors,"Amazon Capital Services, Inc.",Department of Administration,State Public Works Division,Alexandra Pacheco,3PCR - Complete Receipt,06/23/2025,$113.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR+472757&releaseNbr=0&external=true&parentUrl=close,PO #IGOR 472757,1550 College Pkwy Furniture Removal,"Westfall Commercial Furniture, Inc.",Governor's Office,Governor's Finance Office,Tonya Ledezma,3PCR - Complete Receipt,01/25/2024,"$59,575.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR+461970&releaseNbr=0&external=true&parentUrl=close,PO #IGOR 461970,Tuning Letter Subscription Renewal,"Watson & Walker, Inc.",Department of Administration,OCIO,Sara Johnson,3PCR - Complete Receipt,10/30/2023,"$1,650.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR+461969&releaseNbr=0&external=true&parentUrl=close,PO #IGOR 461969,Mainframe Software Maintenance Renewal,"Levi, Ray & Shoup, Inc.",Department of Administration,OCIO,Sara Johnson,3PCR - Complete Receipt,11/02/2023,"$89,139.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR+367825+%2F+08DOA-NV22-RPA381&releaseNbr=0&external=true&parentUrl=close,PO #IGOR 367825 / 08DOA-NV22-RPA381,Mainframe Software Maintenance Renewal,"Levi, Ray & Shoup, Inc.",Department of Administration,OCIO,Sara Johnson,3PCR - Complete Receipt,09/28/2021,"$85,257.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=IGOR+%23+400578&releaseNbr=0&external=true&parentUrl=close,PO #IGOR # 400578,Membership Renewal FY23,National Association of State Personnel Executives,Department of Administration,Division of Human Resource Management,Wendy Pfaff,3PCR - Complete Receipt,07/27/2022,"$6,500.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=BRDCOM-NV23-16122&releaseNbr=0&external=true&parentUrl=close,PO #BRDCOM-NV23-16122,Professional Licensing Solution,"GovSense, LLC",Independent Boards and Commissions,Nevada State Board of Cosmetology,Ryan Vradenburg,3PS - Sent,09/14/2023,$.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=BRDCOM-NV22-12252&releaseNbr=0&external=true&parentUrl=close,PO #BRDCOM-NV22-12252,Nursing Assistant Certification Examination,Credentia Nurse Aide LLC,Independent Boards and Commissions,Nevada State Board of Nursing,Joel Smedes,3PS - Sent,07/13/2022,$.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV26-26022&releaseNbr=0&external=true&parentUrl=close,PO #99SWC-NV26-26022,Body Armor and Ballistic Resistant Products (NASPO - CO),"Angel Armor, LLC",Statewide Contracts,Statewide Contracts,Heather Moon,3PS - Sent,08/14/2025,$.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV26-25911&releaseNbr=0&external=true&parentUrl=close,PO #99SWC-NV26-25911,"Fleet, Alternative Fuel and Police Vehicles",Gallagher Ford,Statewide Contracts,Statewide Contracts,Heather Moon,3PS - Sent,07/08/2025,$28.25
