PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3117&external=true&parentUrl=close,99SWC-NV23-15341:3117,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Robert Renaud,3PS - Sent,02/07/2024,$753.65
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3118&external=true&parentUrl=close,99SWC-NV23-15341:3118,Regular Supplies that need restocked.,Staples Advantage,Department of Public Safety,Nevada Highway Patrol,Betsy Gillett,3PS - Sent,02/07/2024,$244.58
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3119&external=true&parentUrl=close,99SWC-NV23-15341:3119,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Ashton Peek,3PS - Sent,02/07/2024,$113.16
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3120&external=true&parentUrl=close,99SWC-NV23-15341:3120,G2B From Staples Advantage,Staples Advantage,Governor's Office,"Office of Science, Innovation and Technology",Debra Petrelli,3PCR - Complete Receipt,02/07/2024,$61.29
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3121&external=true&parentUrl=close,99SWC-NV23-15341:3121,G2B From Staples Advantage,Staples Advantage,Department of Public Safety,Nevada Highway Patrol,Judith Black,3PS - Sent,02/07/2024,$553.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3122&external=true&parentUrl=close,99SWC-NV23-15341:3122,G2B From Staples Advantage,Staples Advantage,Department of Public Safety,Nevada Highway Patrol,Lorena Fee,3PS - Sent,02/07/2024,$203.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3123&external=true&parentUrl=close,99SWC-NV23-15341:3123,G2B From Staples Advantage,Staples Advantage,Department of Tourism And Cultural Affairs,Museums and History Division,Tiffany Jones,3PS - Sent,02/07/2024,$43.60
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3124&external=true&parentUrl=close,99SWC-NV23-15341:3124,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Jeri Lynn Zolyniak,3PS - Sent,02/07/2024,$109.58
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3125&external=true&parentUrl=close,99SWC-NV23-15341:3125,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Jeri Lynn Zolyniak,3PS - Sent,02/07/2024,$587.18
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3126&external=true&parentUrl=close,99SWC-NV23-15341:3126,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Sheila Guzzetta,3PS - Sent,02/07/2024,$67.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3127&external=true&parentUrl=close,99SWC-NV23-15341:3127,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Sheila Guzzetta,3PS - Sent,02/07/2024,"$1,425.73"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3128&external=true&parentUrl=close,99SWC-NV23-15341:3128,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Pam Horsley,3PS - Sent,02/07/2024,$178.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3129&external=true&parentUrl=close,99SWC-NV23-15341:3129,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Business and Industry,Michelle Metivier,3PCR - Complete Receipt,02/08/2024,$99.44
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3130&external=true&parentUrl=close,99SWC-NV23-15341:3130,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Natalie Hug,3PS - Sent,02/08/2024,$940.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3131&external=true&parentUrl=close,99SWC-NV23-15341:3131,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Division of Mortgage Lending,Christina Lugo,3PCR - Complete Receipt,02/08/2024,$109.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3132&external=true&parentUrl=close,99SWC-NV23-15341:3132,G2B From Staples Advantage,Staples Advantage,Public Utilities Commission,Public Utilities Commission,Dorothy Loucks,3PS - Sent,02/08/2024,$95.67
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3133&external=true&parentUrl=close,99SWC-NV23-15341:3133,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Bill Gorman,3PS - Sent,02/08/2024,$367.66
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3134&external=true&parentUrl=close,99SWC-NV23-15341:3134,Staples Advantage Ink Order,Staples Advantage,Department of Human Services,Public and Behavioral Health,Matthew Laruccia,3PCR - Complete Receipt,02/08/2024,$611.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3135&external=true&parentUrl=close,99SWC-NV23-15341:3135,"Staples Advantage: Pencils, disinfecting wipes and toner for NNCC Vital Records.",Staples Advantage,Department of Corrections,Department of Corrections,Maria Velazquez-Villanueva,3PCR - Complete Receipt,02/08/2024,$255.09
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3136&external=true&parentUrl=close,99SWC-NV23-15341:3136,G2B From Staples Advantage,Staples Advantage,Department of Administration,Fleet Services Division,Donna Winters,3PCR - Complete Receipt,02/08/2024,$55.87
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3137&external=true&parentUrl=close,99SWC-NV23-15341:3137,ESP127 - ENVELOPES/BATTERIES/FOLDERS/CLASPS,Staples Advantage,Department of Corrections,Department of Corrections,Autumn Snow,3PCR - Complete Receipt,02/08/2024,$402.35
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3138&external=true&parentUrl=close,99SWC-NV23-15341:3138,G2B From Staples -Pharmacy,Staples Advantage,Department of Corrections,Department of Corrections,Temeka Campbell,3PCR - Complete Receipt,02/08/2024,$205.11
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3139&external=true&parentUrl=close,99SWC-NV23-15341:3139,ESP-Office Supplies,Staples Advantage,Department of Corrections,Department of Corrections,Jeanette Ornelas,3PCR - Complete Receipt,02/08/2024,"$2,664.64"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3140&external=true&parentUrl=close,99SWC-NV23-15341:3140,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Delaney Geissinger,3PS - Sent,02/08/2024,$133.12
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3141&external=true&parentUrl=close,99SWC-NV23-15341:3141,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Chanice Winston,3PS - Sent,02/08/2024,"$1,302.56"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3142&external=true&parentUrl=close,99SWC-NV23-15341:3142,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Matthew Laruccia,3PCR - Complete Receipt,02/08/2024,$385.13
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3143&external=true&parentUrl=close,99SWC-NV23-15341:3143,ESP Staples - SD cards for cameras & videos cameras,Staples Advantage,Department of Corrections,Department of Corrections,Elizabeth Pritchard,3PCR - Complete Receipt,02/08/2024,$93.52
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3144&external=true&parentUrl=close,99SWC-NV23-15341:3144,Copy Paper - Gallagher - Jeff Williams,Staples Advantage,Department of Wildlife,Department of Wildlife,Hope Harper,3PS - Sent,02/08/2024,$38.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3145&external=true&parentUrl=close,99SWC-NV23-15341:3145,G2B From Staples Advantage,Staples Advantage,Department of Wildlife,Department of Wildlife,Natalie Pannunzio,3PS - Sent,02/08/2024,$551.34
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3146&external=true&parentUrl=close,99SWC-NV23-15341:3146,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Social Services,Kris Frost,3PCO - Closed,02/08/2024,$816.17
