PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=118&external=true&parentUrl=close,PO #99SWC-NV24-19588:118,WR Fire Program FY25 Panel 3 J. Simpson,Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Seth Puryear,3PCO - Closed,02/06/2025,$899.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=119&external=true&parentUrl=close,PO #99SWC-NV24-19588:119,WR Fire Program FY25 Panel 3 G. Eisele,Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Seth Puryear,3PCO - Closed,02/06/2025,$899.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=120&external=true&parentUrl=close,PO #99SWC-NV24-19588:120,NICK FREY COMPLIANCE PHYSICAL,Concentra Medical Centers,Department of Conservation and Natural Resources,Environmental Protection,Alicia Perez,3PS - Sent,02/06/2025,$395.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=121&external=true&parentUrl=close,PO #99SWC-NV24-19588:121,Concentra Audiograms,Concentra Medical Centers,Department of Business and Industry,Division of Industrial Relations,Melody Dorsey,3PCR - Complete Receipt,02/11/2025,$210.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=122&external=true&parentUrl=close,PO #99SWC-NV24-19588:122,"Annual Physical FY25 Fry, J.",Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Tayler Pirtle,3PCO - Closed,02/14/2025,$899.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=123&external=true&parentUrl=close,PO #99SWC-NV24-19588:123,"Annual Physical FY25 Arriola, A.",Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Tayler Pirtle,3PCO - Closed,02/14/2025,$839.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=124&external=true&parentUrl=close,PO #99SWC-NV24-19588:124,"Annual Physical FY25 Puentes, A.",Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Tayler Pirtle,3PCR - Complete Receipt,02/14/2025,"$1,759.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=125&external=true&parentUrl=close,PO #99SWC-NV24-19588:125,"Annual Physical FY25 Jordan, J.",Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Tayler Pirtle,3PS - Sent,02/14/2025,"$1,669.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=126&external=true&parentUrl=close,PO #99SWC-NV24-19588:126,Medical Evaluation,Concentra Medical Centers,Department of Business and Industry,Division of Industrial Relations,Melody Dorsey,3PCR - Complete Receipt,02/18/2025,$27.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=127&external=true&parentUrl=close,PO #99SWC-NV24-19588:127,Audiogram,Concentra Medical Centers,Department of Business and Industry,Division of Industrial Relations,Melody Dorsey,3PS - Sent,02/20/2025,$35.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=128&external=true&parentUrl=close,PO #99SWC-NV24-19588:128,TLVCC New Hire Physical Larson,Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Ainar Johansen,3PCR - Complete Receipt,02/21/2025,$794.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=129&external=true&parentUrl=close,PO #99SWC-NV24-19588:129,"TCC Annual Physical FY25 McLeod, D Panel 3",Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Daniel Eason,3PCR - Complete Receipt,02/21/2025,$924.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV24-19588&releaseNbr=130&external=true&parentUrl=close,PO #99SWC-NV24-19588:130,"TCC Annual Physical FY25 Jeffrey, S Panel 3",Concentra Medical Centers,Department of Conservation and Natural Resources,Forestry Division,Daniel Eason,3PCO - Closed,02/21/2025,$744.00
