PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=196&external=true&parentUrl=close,PO #99SWC-NV23-16453:196,clinic orders and pharmacy,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Melanie Middleton,3PCR - Complete Receipt,07/22/2024,$463.85
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=197&external=true&parentUrl=close,PO #99SWC-NV23-16453:197,ESP 140 MCKESSON (replaces R84654),McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Kelly Vodopich,3PCR - Complete Receipt,07/22/2024,$943.17
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=198&external=true&parentUrl=close,PO #99SWC-NV23-16453:198,clinic and SCU supplies,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Melanie Middleton,3PCR - Complete Receipt,07/22/2024,"$3,104.74"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=199&external=true&parentUrl=close,PO #99SWC-NV23-16453:199,G2B From McKesson Medical-Surgical Government Solutions LLC,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Michael Espinoza,3PCR - Complete Receipt,07/26/2024,"$1,212.33"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=200&external=true&parentUrl=close,PO #99SWC-NV23-16453:200,pharmacy and clinic supplies,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Melanie Middleton,3PCR - Complete Receipt,07/26/2024,$314.54
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=201&external=true&parentUrl=close,PO #99SWC-NV23-16453:201,clinic supplies,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Melanie Middleton,3PCR - Complete Receipt,07/26/2024,"$1,564.20"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=202&external=true&parentUrl=close,PO #99SWC-NV23-16453:202,ESP 148 McKesson,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Kelly Vodopich,3PCR - Complete Receipt,07/26/2024,"$1,036.89"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=203&external=true&parentUrl=close,PO #99SWC-NV23-16453:203,"Splint Casts, TB Testing Supplies, Catheter",McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Sherry Gentry,3PCR - Complete Receipt,07/29/2024,"$2,946.03"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=204&external=true&parentUrl=close,PO #99SWC-NV23-16453:204,dr orders clinic,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Melanie Middleton,3PCR - Complete Receipt,07/31/2024,$450.74
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=205&external=true&parentUrl=close,PO #99SWC-NV23-16453:205,G2B From McKesson -Pharmacy,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Temeka Campbell,3PCR - Complete Receipt,08/01/2024,$742.74
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=206&external=true&parentUrl=close,PO #99SWC-NV23-16453:206,MCKESSON SUPPLIES JULY,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Irma Carrera,3PCR - Complete Receipt,08/02/2024,"$3,661.41"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=207&external=true&parentUrl=close,PO #99SWC-NV23-16453:207,G2B From McKesson Medical-Surgical Government Solutions LLC,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Michael Espinoza,3PCR - Complete Receipt,08/05/2024,$858.41
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-16453&releaseNbr=208&external=true&parentUrl=close,PO #99SWC-NV23-16453:208,G2B From McKesson Medical-Surgical Government Solutions LLC,McKesson Medical-Surgical Government Solutions LLC,Department of Corrections,Department of Corrections,Michael Espinoza,3PCR - Complete Receipt,08/05/2024,$681.63
