PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3369&external=true&parentUrl=close,99SWC-NV23-15341:3369,Staples Order 4,Staples Advantage,Department of Corrections,Department of Corrections,Madison Taylor,3PCR - Complete Receipt,03/01/2024,$470.09
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3370&external=true&parentUrl=close,99SWC-NV23-15341:3370,ESP STAPLES FY24 QRT3,Staples Advantage,Department of Corrections,Department of Corrections,Jennifer (Kate) Adams,3PCR - Complete Receipt,03/01/2024,$320.25
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3371&external=true&parentUrl=close,99SWC-NV23-15341:3371,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Robert Renaud,3PS - Sent,03/01/2024,$469.59
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3372&external=true&parentUrl=close,99SWC-NV23-15341:3372,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Tammy Carney,3PS - Sent,03/01/2024,$556.05
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3373&external=true&parentUrl=close,99SWC-NV23-15341:3373,Staple 3-01-2024,Staples Advantage,Department of Human Services,Public and Behavioral Health,John Salvador,3PCR - Complete Receipt,03/01/2024,$293.52
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3374&external=true&parentUrl=close,99SWC-NV23-15341:3374,G2B From Staples Advantage,Staples Advantage,Department of Administration,Division of Human Resource Management,Ernestina Hernandez,3PPR - Partial Receipt,03/01/2024,"$2,258.77"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3375&external=true&parentUrl=close,99SWC-NV23-15341:3375,G2B From Staples Advantage,Staples Advantage,Attorney General's Office,Attorney General's Office,Jennifer Ross,3PS - Sent,03/03/2024,$124.19
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3376&external=true&parentUrl=close,99SWC-NV23-15341:3376,G2B From Staples Advantage,Staples Advantage,Attorney General's Office,Attorney General's Office,Jennifer Ross,3PS - Sent,03/03/2024,"$6,417.98"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3377&external=true&parentUrl=close,99SWC-NV23-15341:3377,stamps,Staples Advantage,Department of Motor Vehicles,Department of Motor Vehicles,Anthony Lonnegren,3PS - Sent,03/04/2024,$89.78
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3378&external=true&parentUrl=close,99SWC-NV23-15341:3378,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Stacy McCool,3PS - Sent,03/04/2024,$971.02
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3379&external=true&parentUrl=close,99SWC-NV23-15341:3379,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Stacy McCool,3PS - Sent,03/04/2024,$199.48
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3380&external=true&parentUrl=close,99SWC-NV23-15341:3380,Staples Cart 3-4-2024,Staples Advantage,Department of Human Services,Public and Behavioral Health,John Salvador,3PCR - Complete Receipt,03/04/2024,$394.95
