PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=339&external=true&parentUrl=close,PO #99SWC-NV23-15341:339,"Staples order: notepads, colored paper, and pens.",Staples Advantage,Department of Corrections,Department of Corrections,Maria Velazquez-Villanueva,3PCR - Complete Receipt,05/04/2023,$304.19
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=340&external=true&parentUrl=close,PO #99SWC-NV23-15341:340,G2B From Staples Advantage,Staples Advantage,Public Utilities Commission,Public Utilities Commission,Dorothy Loucks,3PS - Sent,05/04/2023,$144.59
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=341&external=true&parentUrl=close,PO #99SWC-NV23-15341:341,G2B From Staples Advantage,Staples Advantage,Department of Public Safety,Fire Marshal,Brandilyn Baxter,3PS - Sent,05/04/2023,$77.18
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=342&external=true&parentUrl=close,PO #99SWC-NV23-15341:342,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Tiffany Ellis,3PCR - Complete Receipt,05/04/2023,$501.53
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=343&external=true&parentUrl=close,PO #99SWC-NV23-15341:343,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Tiffany Ellis,3PCR - Complete Receipt,05/04/2023,"$1,098.39"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=344&external=true&parentUrl=close,PO #99SWC-NV23-15341:344,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Shirley Richardson,3PCR - Complete Receipt,05/05/2023,$124.87
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=345&external=true&parentUrl=close,PO #99SWC-NV23-15341:345,PO 322323-76 STAPLES,Staples Advantage,Department of Human Services,Public and Behavioral Health,William West,3PS - Sent,05/05/2023,$220.73
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=346&external=true&parentUrl=close,PO #99SWC-NV23-15341:346,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Abbygail Northrop,3PS - Sent,05/05/2023,$453.51
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=347&external=true&parentUrl=close,PO #99SWC-NV23-15341:347,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Abbygail Northrop,3PS - Sent,05/05/2023,$288.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=348&external=true&parentUrl=close,PO #99SWC-NV23-15341:348,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Sara Davidson,3PS - Sent,05/05/2023,$477.51
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=349&external=true&parentUrl=close,PO #99SWC-NV23-15341:349,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Pam Horsley,3PS - Sent,05/05/2023,"$1,063.83"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=350&external=true&parentUrl=close,PO #99SWC-NV23-15341:350,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Stacy McCool,3PS - Sent,05/05/2023,$250.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=351&external=true&parentUrl=close,PO #99SWC-NV23-15341:351,May order,Staples Advantage,Department of Business and Industry,Business and Industry,Liliana Gutierrez,3PCR - Complete Receipt,05/05/2023,$321.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=352&external=true&parentUrl=close,PO #99SWC-NV23-15341:352,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Sara Davidson,3PS - Sent,05/05/2023,$109.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=353&external=true&parentUrl=close,PO #99SWC-NV23-15341:353,G2B From Staples Advantage,Staples Advantage,Department of Administration,Administrative Services Division,Rachel Rupert,3PCR - Complete Receipt,05/05/2023,$270.92
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=354&external=true&parentUrl=close,PO #99SWC-NV23-15341:354,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Nevada Housing Division,Amber Baker,3PCR - Complete Receipt,05/05/2023,$85.53
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=355&external=true&parentUrl=close,PO #99SWC-NV23-15341:355,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Division of Insurance,Swetha Mahalingaiah,3PCR - Complete Receipt,05/05/2023,$749.93
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=356&external=true&parentUrl=close,PO #99SWC-NV23-15341:356,G2B From Staples Advantage,Staples Advantage,Governor's Office,Governor's Finance Office,Denice Castillo,3PCR - Complete Receipt,05/05/2023,$267.08
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=357&external=true&parentUrl=close,PO #99SWC-NV23-15341:357,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Yolanda Whittier,3PCR - Complete Receipt,05/06/2023,$615.40
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=358&external=true&parentUrl=close,PO #99SWC-NV23-15341:358,Occupational Therapy,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Martha Rivera,3PCR - Complete Receipt,05/06/2023,$44.01
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=359&external=true&parentUrl=close,PO #99SWC-NV23-15341:359,Toner needed for Job Develop. Xerox WorkCentre 6515,Staples Advantage,Department of Corrections,Department of Corrections,Maria Velazquez-Villanueva,3PCR - Complete Receipt,05/08/2023,"$1,135.94"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=360&external=true&parentUrl=close,PO #99SWC-NV23-15341:360,End of May Re-stock Supplies for FY23,Staples Advantage,Department of Public Safety,Nevada Highway Patrol,Betsy Gillett,3PS - Sent,05/08/2023,$922.92
