PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=868&external=true&parentUrl=close,PO #99SWC-NV25-24174:868,G2B #99SWC-NV25-24174,Grainger,Department of Corrections,Department of Corrections,Sam Ayala,3PCR - Complete Receipt,07/31/2025,$943.20
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=869&external=true&parentUrl=close,PO #99SWC-NV25-24174:869,HVAC- Capitol Actuator,Grainger,Department of Administration,State Public Works Division,Alexandra Pacheco,3PS - Sent,07/31/2025,$821.34
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=870&external=true&parentUrl=close,PO #99SWC-NV25-24174:870,Janitorial -Towels-Bugs,Grainger,Department of Administration,State Public Works Division,Cheryl Warren,3PS - Sent,07/31/2025,$637.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=871&external=true&parentUrl=close,PO #99SWC-NV25-24174:871,8-1-25 Grainger Custodial Stock,Grainger,Department of Human Services,Public and Behavioral Health,Matthew Laruccia,3PS - Sent,08/01/2025,$359.28
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=872&external=true&parentUrl=close,PO #99SWC-NV25-24174:872,St.Louis safety equipment Grainger,Grainger,"Department of Employment, Training and Rehabilitation",DETR Administrative Services,Daniel Sosa,3PS - Sent,08/01/2025,$90.34
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=873&external=true&parentUrl=close,PO #99SWC-NV25-24174:873,08-04-2025 Grainger Custodial 1,Grainger,Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/04/2025,"$4,908.84"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=874&external=true&parentUrl=close,PO #99SWC-NV25-24174:874,08-04-2025 Grainger Custodial 2,Grainger,Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/04/2025,"$3,492.21"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=875&external=true&parentUrl=close,PO #99SWC-NV25-24174:875,08-04-2025 Grainger Maintenance,Grainger,Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/04/2025,$468.88
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=876&external=true&parentUrl=close,PO #99SWC-NV25-24174:876,08-01-2025 Grainger Custodial Vacuum.,Grainger,Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/04/2025,$430.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=877&external=true&parentUrl=close,PO #99SWC-NV25-24174:877,GRAINGER-NNCC BATTERIES FOR EMERGENCY EXIT SIGNS Q1FY26,Grainger,Department of Corrections,Department of Corrections,Mike Davis,3PS - Sent,08/04/2025,$13.02
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=878&external=true&parentUrl=close,PO #99SWC-NV25-24174:878,HVAC Arrowhead Filters,Grainger,Department of Administration,State Public Works Division,Alexandra Pacheco,3PCR - Complete Receipt,08/05/2025,$884.88
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=879&external=true&parentUrl=close,PO #99SWC-NV25-24174:879,G2B #99SWC-NV25-24174,Grainger,Department of Conservation and Natural Resources,Parks Division,Jordan Adams,3PS - Sent,08/05/2025,$479.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=880&external=true&parentUrl=close,PO #99SWC-NV25-24174:880,G2B #99SWC-NV25-24174,Grainger,Department of Conservation and Natural Resources,Forestry Division,Kris Kirkland,3PS - Sent,08/05/2025,$53.14
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=881&external=true&parentUrl=close,PO #99SWC-NV25-24174:881,G2B #99SWC-NV25-24174,Grainger,Department of Conservation and Natural Resources,Forestry Division,Kris Kirkland,3PS - Sent,08/05/2025,$429.42
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=882&external=true&parentUrl=close,PO #99SWC-NV25-24174:882,G2B #99SWC-NV25-24174,Grainger,Department of Human Services,Division of Child and Family Services,Shaydea Reynolds,3PS - Sent,08/05/2025,"$1,434.08"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=883&external=true&parentUrl=close,PO #99SWC-NV25-24174:883,Arrowhead - Emergency Lights,Grainger,Department of Administration,State Public Works Division,Stephanie Kerry,3PCR - Complete Receipt,08/06/2025,"$1,250.65"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-24174&releaseNbr=884&external=true&parentUrl=close,PO #99SWC-NV25-24174:884,G2B #99SWC-NV25-24174,Grainger,Adjutant General,Adjutant General and National Guard,Travis Skretta,3PS - Sent,08/06/2025,$170.39
