PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3623&external=true&parentUrl=close,99SWC-NV23-15341:3623,G2B From Staples Advantage - Ely,Staples Advantage,Department of Human Services,Public and Behavioral Health,Wyatt Layland,3PS - Sent,03/27/2024,$44.80
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3624&external=true&parentUrl=close,99SWC-NV23-15341:3624,G2B From Staples Advantage - Central,Staples Advantage,Department of Human Services,Public and Behavioral Health,Wyatt Layland,3PS - Sent,03/27/2024,$101.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3625&external=true&parentUrl=close,99SWC-NV23-15341:3625,G2B From Staples Advantage - Winnemucca,Staples Advantage,Department of Human Services,Public and Behavioral Health,Wyatt Layland,3PS - Sent,03/27/2024,$41.73
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3626&external=true&parentUrl=close,99SWC-NV23-15341:3626,Received Validator- Henderson OBL 4740,Staples Advantage,Department of Motor Vehicles,Department of Motor Vehicles,Karina Carrillo,3PCR - Complete Receipt,03/28/2024,$54.20
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3627&external=true&parentUrl=close,99SWC-NV23-15341:3627,G2B From Staples Advantage,Staples Advantage,Department of Agriculture,Department of Agriculture,Adelina Helton,3PS - Sent,03/28/2024,$51.45
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3628&external=true&parentUrl=close,99SWC-NV23-15341:3628,G2B From Staples Advantage,Staples Advantage,Department of Education,Department of Education,Lisa Morigeau,3PS - Sent,03/28/2024,$159.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3629&external=true&parentUrl=close,99SWC-NV23-15341:3629,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Toni Luchetti,3PCR - Complete Receipt,03/28/2024,$77.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3630&external=true&parentUrl=close,99SWC-NV23-15341:3630,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Adarshdeep Kaur,3PCR - Complete Receipt,03/28/2024,$153.67
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3631&external=true&parentUrl=close,99SWC-NV23-15341:3631,G2B From Staples Advantage,Staples Advantage,Governor's Office,Governor's Office,Dale Ann Luzzi,3PCR - Complete Receipt,03/28/2024,$62.54
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=3632&external=true&parentUrl=close,99SWC-NV23-15341:3632,G2B From Staples Advantage,Staples Advantage,Governor's Office,Governor's Office,Dale Ann Luzzi,3PS - Sent,03/28/2024,$500.74
