PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1198&external=true&parentUrl=close,PO #99SWC-NV25-25281:1198,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,07/14/2025,$605.52
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1199&external=true&parentUrl=close,PO #99SWC-NV25-25281:1199,KEYBOARD AND MOUSE,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Alan Mayoral-Ortiz,3PCR - Complete Receipt,07/14/2025,$132.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1200&external=true&parentUrl=close,PO #99SWC-NV25-25281:1200,G2B #99SWC-NV25-25281 071425,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rosa Macharg,3PS - Sent,07/14/2025,$688.08
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1201&external=true&parentUrl=close,PO #99SWC-NV25-25281:1201,G2B #99SWC-NV25-25281 071425,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rosa Macharg,3PS - Sent,07/14/2025,$39.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1202&external=true&parentUrl=close,PO #99SWC-NV25-25281:1202,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Nevada Transportation Authority,Kerri McKenzie,3PCR - Complete Receipt,07/14/2025,$479.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1204&external=true&parentUrl=close,PO #99SWC-NV25-25281:1204,Maintenance - Per Rogel Valles - ICF,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,07/14/2025,$189.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1205&external=true&parentUrl=close,PO #99SWC-NV25-25281:1205,Business Office - Evelyn P,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,07/14/2025,$11.92
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1206&external=true&parentUrl=close,PO #99SWC-NV25-25281:1206,Replenish supplies for ICF,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Martha Rivera,3PCR - Complete Receipt,07/14/2025,$226.24
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1207&external=true&parentUrl=close,PO #99SWC-NV25-25281:1207,Restocking supplies Cordless Phones and Batteries,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Martha Rivera,3PCR - Complete Receipt,07/14/2025,$184.24
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1208&external=true&parentUrl=close,PO #99SWC-NV25-25281:1208,1302 N - Dinner Spoon,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,07/14/2025,$16.23
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1209&external=true&parentUrl=close,PO #99SWC-NV25-25281:1209,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Real Estate Division,Isabella Wehbe,3PCR - Complete Receipt,07/15/2025,$113.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1210&external=true&parentUrl=close,PO #99SWC-NV25-25281:1210,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,07/15/2025,$129.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1211&external=true&parentUrl=close,PO #99SWC-NV25-25281:1211,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,07/15/2025,$103.67
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1212&external=true&parentUrl=close,PO #99SWC-NV25-25281:1212,EIS FY26 EX87028 & EX87038 Truck Supplies,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Colleen Lafferty,3PCO - Closed,07/15/2025,$970.80
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1213&external=true&parentUrl=close,PO #99SWC-NV25-25281:1213,TLVCC Replacement Dry Erase Board,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Ainar Johansen,3PCO - Closed,07/15/2025,"$1,080.63"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1214&external=true&parentUrl=close,PO #99SWC-NV25-25281:1214,TLVCC Work Truck EX87034 Parts,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Ryan Holder,3PCO - Closed,07/15/2025,$110.55
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1215&external=true&parentUrl=close,PO #99SWC-NV25-25281:1215,TLVCC Work Truck Tint Supplies,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Ryan Holder,3PCO - Closed,07/15/2025,$290.93
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1216&external=true&parentUrl=close,PO #99SWC-NV25-25281:1216,PCC Camp Supplies G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,David Lucchesi,3PCR - Complete Receipt,07/15/2025,"$1,697.70"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1217&external=true&parentUrl=close,PO #99SWC-NV25-25281:1217,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Agriculture,Department of Agriculture,Shanon Pascual,3PS - Sent,07/15/2025,$587.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1218&external=true&parentUrl=close,PO #99SWC-NV25-25281:1218,PA # 26-009 WIPER BLADES,"Amazon Capital Services, Inc.",Department of Public Safety,Investigation Division,Alisha Griffith,3PS - Sent,07/15/2025,$18.88
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1219&external=true&parentUrl=close,PO #99SWC-NV25-25281:1219,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Edith Jordan,3PS - Sent,07/15/2025,$248.03
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1220&external=true&parentUrl=close,PO #99SWC-NV25-25281:1220,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Toni Luchetti,3PCR - Complete Receipt,07/15/2025,$17.89
