PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2605&external=true&parentUrl=close,99SWC-NV23-15341:2605,G2B From Staples Advantage,Staples Advantage,Treasurer's Office,Treasurer's Office,Rebecca Swanson,3PS - Sent,12/18/2023,$101.65
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2606&external=true&parentUrl=close,99SWC-NV23-15341:2606,G2B From Staples Advantage,Staples Advantage,Department of Administration,Purchasing Division,Heather Chavez,3PCR - Complete Receipt,12/18/2023,$49.12
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2607&external=true&parentUrl=close,99SWC-NV23-15341:2607,G2B From Staples Advantage,Staples Advantage,Department of Administration,Hearings and Appeals Division,Tasha Eaton,3PCR - Complete Receipt,12/18/2023,$576.03
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2608&external=true&parentUrl=close,99SWC-NV23-15341:2608,G2B From Staples Advantage,Staples Advantage,Department of Administration,Fleet Services Division,Donna Winters,3PCR - Complete Receipt,12/18/2023,$351.84
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2609&external=true&parentUrl=close,99SWC-NV23-15341:2609,G2B From Staples Advantage,Staples Advantage,Public Utilities Commission,Public Utilities Commission,Dorothy Loucks,3PS - Sent,12/19/2023,$152.49
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2610&external=true&parentUrl=close,99SWC-NV23-15341:2610,HCC Training room replacement G2B From Staples Advantage,Staples Advantage,Department of Conservation and Natural Resources,Forestry Division,Eric Van Cleemput,3PCO - Closed,12/19/2023,"$2,598.99"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2611&external=true&parentUrl=close,99SWC-NV23-15341:2611,G2B From Staples Advantage,Staples Advantage,Department of Taxation,Department of Taxation,Esther Montoya,3PS - Sent,12/19/2023,$707.40
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2612&external=true&parentUrl=close,99SWC-NV23-15341:2612,R70425-STAPLES SCC 3RD QTR FY24,Staples Advantage,Department of Corrections,Department of Corrections,Mike Davis,3PCR - Complete Receipt,12/19/2023,$169.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2613&external=true&parentUrl=close,99SWC-NV23-15341:2613,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Natalie Hug,3PCR - Complete Receipt,12/19/2023,$779.80
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2614&external=true&parentUrl=close,99SWC-NV23-15341:2614,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Becky Gray,3PS - Sent,12/19/2023,$993.08
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2615&external=true&parentUrl=close,99SWC-NV23-15341:2615,G2B From Staples Advantage,Staples Advantage,Department of Public Safety,Fire Marshal,Susan Berry,3PS - Sent,12/19/2023,$91.60
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2616&external=true&parentUrl=close,99SWC-NV23-15341:2616,Staples - Notary stamps and books,Staples Advantage,Secretary of State's Office,Secretary of State's Office,Jennifer McKeehan,3PS - Sent,12/19/2023,$82.54
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2617&external=true&parentUrl=close,99SWC-NV23-15341:2617,2023.12.15 Contributions and New Hire Order,Staples Advantage,"Department of Employment, Training and Rehabilitation",Employment Security Division,Angela Peake,3PS - Sent,12/19/2023,"$1,315.31"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2618&external=true&parentUrl=close,99SWC-NV23-15341:2618,staples Kleenex,Staples Advantage,Department of Corrections,Department of Corrections,Curtis Anderson,3PCR - Complete Receipt,12/19/2023,$511.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2619&external=true&parentUrl=close,99SWC-NV23-15341:2619,Staples - RMU 12/06/2023,Staples Advantage,Department of Human Services,Public and Behavioral Health,Margaret Moe,3PS - Sent,12/19/2023,$328.82
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2620&external=true&parentUrl=close,99SWC-NV23-15341:2620,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Public and Behavioral Health,Marie Flanagan,3PS - Sent,12/19/2023,$371.62
