PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2354&external=true&parentUrl=close,99SWC-NV23-15341:2354,G2B From Staples Advantage - NRO Office Supplies,Staples Advantage,Department of Conservation and Natural Resources,Forestry Division,Jodi Jenkins,3PCO - Closed,11/22/2023,$153.42
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2355&external=true&parentUrl=close,99SWC-NV23-15341:2355,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Candy Bradley,3PS - Sent,11/22/2023,$49.76
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2356&external=true&parentUrl=close,99SWC-NV23-15341:2356,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Candy Bradley,3PS - Sent,11/22/2023,$47.14
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2357&external=true&parentUrl=close,99SWC-NV23-15341:2357,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,11/22/2023,$211.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2358&external=true&parentUrl=close,99SWC-NV23-15341:2358,G2B From Staples Advantage/2024 Calendar Order,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Christine Cochran,3PCR - Complete Receipt,11/22/2023,"$4,643.77"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2359&external=true&parentUrl=close,99SWC-NV23-15341:2359,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Alice Heredia,3PCR - Complete Receipt,11/22/2023,$480.68
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2360&external=true&parentUrl=close,99SWC-NV23-15341:2360,Three-Hole Punch,Staples Advantage,Department of Corrections,Department of Corrections,Daniel Kibbe,3PCR - Complete Receipt,11/22/2023,$121.03
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2361&external=true&parentUrl=close,99SWC-NV23-15341:2361,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Candy Bradley,3PS - Sent,11/22/2023,$85.75
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2362&external=true&parentUrl=close,99SWC-NV23-15341:2362,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Candy Bradley,3PS - Sent,11/22/2023,$126.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=2363&external=true&parentUrl=close,99SWC-NV23-15341:2363,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Division of Child and Family Services,Candy Bradley,3PS - Sent,11/22/2023,$135.08
