PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1352&external=true&parentUrl=close,99SWC-NV23-15341:1352,Staples ESP083,Staples Advantage,Department of Corrections,Department of Corrections,Katie Simper,3PCR - Complete Receipt,08/15/2023,$171.59
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1353&external=true&parentUrl=close,99SWC-NV23-15341:1353,BBRUNDAGE / VEGAS CENTER,Staples Advantage,Department of Public Safety,"Records, Communications and Compliance",Brian Brundage,3PS - Sent,08/15/2023,$268.61
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1354&external=true&parentUrl=close,99SWC-NV23-15341:1354,DHCFP ELKO Staples order,Staples Advantage,Department of Human Services,Health Care Financing and Policy,Daisy Lopez,3PCR - Complete Receipt,08/15/2023,$702.75
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1355&external=true&parentUrl=close,99SWC-NV23-15341:1355,Information Services Unit Staples Order,Staples Advantage,Department of Human Services,Health Care Financing and Policy,Daisy Lopez,3PCR - Complete Receipt,08/15/2023,$326.08
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1356&external=true&parentUrl=close,99SWC-NV23-15341:1356,Staples - 08/08/2023,Staples Advantage,Department of Corrections,Department of Corrections,Nicole Esguerra,3PCR - Complete Receipt,08/16/2023,$153.41
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1357&external=true&parentUrl=close,99SWC-NV23-15341:1357,G2B From Staples Advantage,Staples Advantage,Governor's Office,Governor's Finance Office,Cassidy Council,3PCR - Complete Receipt,08/16/2023,$48.72
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1358&external=true&parentUrl=close,99SWC-NV23-15341:1358,Staples ESP087,Staples Advantage,Department of Corrections,Department of Corrections,Katie Simper,3PCR - Complete Receipt,08/16/2023,$39.85
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1359&external=true&parentUrl=close,99SWC-NV23-15341:1359,"Copy paper, pens, calendars",Staples Advantage,Department of Corrections,Department of Corrections,Sherry Gentry,3PCR - Complete Receipt,08/16/2023,"$1,355.04"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1360&external=true&parentUrl=close,99SWC-NV23-15341:1360,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Shirley Richardson,3PCR - Complete Receipt,08/16/2023,$226.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1361&external=true&parentUrl=close,99SWC-NV23-15341:1361,G2B From Staples Advantage-pharmacy,Staples Advantage,Department of Corrections,Department of Corrections,Temeka Campbell,3PCR - Complete Receipt,08/16/2023,$798.22
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1362&external=true&parentUrl=close,99SWC-NV23-15341:1362,G2B From Staples Advantage,Staples Advantage,Department of Administration,State Public Works Division,Shantee Jennings,3PCR - Complete Receipt,08/16/2023,$148.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1363&external=true&parentUrl=close,99SWC-NV23-15341:1363,G2B From Staples Advantage,Staples Advantage,Department of Administration,State Public Works Division,Shantee Jennings,3PCR - Complete Receipt,08/16/2023,"$1,318.07"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1364&external=true&parentUrl=close,99SWC-NV23-15341:1364,G2B From Staples Advantage,Staples Advantage,Department of Administration,State Public Works Division,Shantee Jennings,3PCR - Complete Receipt,08/16/2023,$77.33
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=1365&external=true&parentUrl=close,99SWC-NV23-15341:1365,"Staples, Admin Supplies",Staples Advantage,Department of Corrections,Department of Corrections,Amanda Hoerster,3PCR - Complete Receipt,08/16/2023,$433.08
