PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=948&external=true&parentUrl=close,PO #99SWC-NV25-25281:948,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rhea Sayas,3PS - Sent,06/30/2025,$29.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=949&external=true&parentUrl=close,PO #99SWC-NV25-25281:949,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Daniel Rangel,3PCO - Closed,06/30/2025,"$10,429.75"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=950&external=true&parentUrl=close,PO #99SWC-NV25-25281:950,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rhea Sayas,3PS - Sent,06/30/2025,"$8,091.63"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=951&external=true&parentUrl=close,PO #99SWC-NV25-25281:951,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Native American Affairs,Department of Native American Affairs,Sarina Nez,3PS - Sent,06/30/2025,"$4,324.98"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=952&external=true&parentUrl=close,PO #99SWC-NV25-25281:952,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rhea Sayas,3PS - Sent,06/30/2025,$492.27
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=953&external=true&parentUrl=close,PO #99SWC-NV25-25281:953,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Heather Staneff,3PS - Sent,06/30/2025,$156.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=954&external=true&parentUrl=close,PO #99SWC-NV25-25281:954,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Heather Staneff,3PS - Sent,06/30/2025,"$1,597.77"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=955&external=true&parentUrl=close,PO #99SWC-NV25-25281:955,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,"Nevada State Library, Archives and Public Records",Nena Fresia,3PCR - Complete Receipt,06/30/2025,$599.67
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=956&external=true&parentUrl=close,PO #99SWC-NV25-25281:956,CC/LV Blue Book Citation Reference,"Amazon Capital Services, Inc.",Department of Business and Industry,Nevada Attorney for Injured Workers,Nancy Sherwood,3PCR - Complete Receipt,06/30/2025,$565.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=957&external=true&parentUrl=close,PO #99SWC-NV25-25281:957,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,Administrative Services Division,Kristen Pirolo,3PCR - Complete Receipt,06/30/2025,$914.72
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=958&external=true&parentUrl=close,PO #99SWC-NV25-25281:958,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Public Employees' Benefits Program,Public Employees' Benefits Program,Cinthia Gonzalez,3PS - Sent,06/30/2025,$16.07
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=959&external=true&parentUrl=close,PO #99SWC-NV25-25281:959,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Public Safety,Investigation Division,Kathy Peterson,3PS - Sent,06/30/2025,"$2,961.60"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=960&external=true&parentUrl=close,PO #99SWC-NV25-25281:960,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Public Safety,Investigation Division,Kathy Peterson,3PS - Sent,06/30/2025,"$1,110.60"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=961&external=true&parentUrl=close,PO #99SWC-NV25-25281:961,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Heather Staneff,3PS - Sent,06/30/2025,"$1,992.68"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=962&external=true&parentUrl=close,PO #99SWC-NV25-25281:962,PA 25-0408,"Amazon Capital Services, Inc.",Department of Public Safety,Investigation Division,Katarina Prieberova,3PS - Sent,06/30/2025,$291.17
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=963&external=true&parentUrl=close,PO #99SWC-NV25-25281:963,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Business and Industry,Sandra Nunnelee,3PCR - Complete Receipt,06/30/2025,$711.45
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=964&external=true&parentUrl=close,PO #99SWC-NV25-25281:964,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Business and Industry,Liliana Gutierrez,3PPR - Partial Receipt,06/30/2025,"$1,066.16"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=965&external=true&parentUrl=close,PO #99SWC-NV25-25281:965,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Business and Industry,Sandra Nunnelee,3PCR - Complete Receipt,06/30/2025,"$2,966.82"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=966&external=true&parentUrl=close,PO #99SWC-NV25-25281:966,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Business and Industry,Sandra Nunnelee,3PCR - Complete Receipt,06/30/2025,$92.56
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=967&external=true&parentUrl=close,PO #99SWC-NV25-25281:967,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Education,Department of Education,Joseph Baggs,3PS - Sent,06/30/2025,"$1,048.89"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=968&external=true&parentUrl=close,PO #99SWC-NV25-25281:968,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Jennifer Miller,3PS - Sent,06/30/2025,$74.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=969&external=true&parentUrl=close,PO #99SWC-NV25-25281:969,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Debbie Bronson,3PS - Sent,06/30/2025,$32.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=970&external=true&parentUrl=close,PO #99SWC-NV25-25281:970,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,06/30/2025,$624.01
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=971&external=true&parentUrl=close,PO #99SWC-NV25-25281:971,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Public Safety,DPS Director's Office,Lindsey Cox,3PS - Sent,06/30/2025,"$2,955.38"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=972&external=true&parentUrl=close,PO #99SWC-NV25-25281:972,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Debbie Bronson,3PS - Sent,06/30/2025,$48.31
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=973&external=true&parentUrl=close,PO #99SWC-NV25-25281:973,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,"Nevada State Library, Archives and Public Records",Marie Markovich,3PS - Sent,06/30/2025,$89.20
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=974&external=true&parentUrl=close,PO #99SWC-NV25-25281:974,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Debbie Bronson,3PS - Sent,06/30/2025,$108.16
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=975&external=true&parentUrl=close,PO #99SWC-NV25-25281:975,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,07/01/2025,$254.25
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=976&external=true&parentUrl=close,PO #99SWC-NV25-25281:976,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,07/01/2025,$153.51
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=977&external=true&parentUrl=close,PO #99SWC-NV25-25281:977,06-30-2025 Amazon Annex E Stein Client,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,07/01/2025,$96.46
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=978&external=true&parentUrl=close,PO #99SWC-NV25-25281:978,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Tiane Muniz,3PS - Sent,07/01/2025,"$2,531.05"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=979&external=true&parentUrl=close,PO #99SWC-NV25-25281:979,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Daphne Deleon,3PS - Sent,07/01/2025,$306.59
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=980&external=true&parentUrl=close,PO #99SWC-NV25-25281:980,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Edith Jordan,3PS - Sent,07/01/2025,$918.28
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=981&external=true&parentUrl=close,PO #99SWC-NV25-25281:981,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,07/02/2025,$277.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=982&external=true&parentUrl=close,PO #99SWC-NV25-25281:982,PO 2026-002 CC,"Amazon Capital Services, Inc.",Attorney General's Office,Attorney General's Office,Peggy McCoy,3PS - Sent,07/02/2025,$19.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=983&external=true&parentUrl=close,PO #99SWC-NV25-25281:983,Switching Power Supply Adapter,"Amazon Capital Services, Inc.",Department of Administration,OCIO,Aisha Chiu,3PCR - Complete Receipt,07/02/2025,$65.54
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=984&external=true&parentUrl=close,PO #99SWC-NV25-25281:984,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,Isabelle RAmos,3PCR - Complete Receipt,07/02/2025,$58.17
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=985&external=true&parentUrl=close,PO #99SWC-NV25-25281:985,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,07/02/2025,$918.36
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=986&external=true&parentUrl=close,PO #99SWC-NV25-25281:986,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rhea Sayas,3PS - Sent,07/02/2025,$161.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=987&external=true&parentUrl=close,PO #99SWC-NV25-25281:987,07-02-2025 Amazon Mouse Jessica G,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,07/02/2025,$87.29
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=988&external=true&parentUrl=close,PO #99SWC-NV25-25281:988,7-2-25 Amazon Back Braces for Supply Dept.,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Matthew Laruccia,3PS - Sent,07/02/2025,$214.93
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=989&external=true&parentUrl=close,PO #99SWC-NV25-25281:989,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,07/02/2025,$361.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=990&external=true&parentUrl=close,PO #99SWC-NV25-25281:990,Cork Board for Cubicle,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Matthew Hill,3PCR - Complete Receipt,07/02/2025,$35.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=991&external=true&parentUrl=close,PO #99SWC-NV25-25281:991,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Taxation,Department of Taxation,Cole Liske,3PS - Sent,07/02/2025,$126.35
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=992&external=true&parentUrl=close,PO #99SWC-NV25-25281:992,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Meghan Hammargren,3PS - Sent,07/02/2025,$91.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=993&external=true&parentUrl=close,PO #99SWC-NV25-25281:993,EPRO/SR-5171,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Louis Jobe,3PCR - Complete Receipt,07/02/2025,$237.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=994&external=true&parentUrl=close,PO #99SWC-NV25-25281:994,EPRO/SR-5170,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Louis Jobe,3PCR - Complete Receipt,07/02/2025,$559.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=995&external=true&parentUrl=close,PO #99SWC-NV25-25281:995,Replenishing supply,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,07/02/2025,$50.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=996&external=true&parentUrl=close,PO #99SWC-NV25-25281:996,ICF - Per Maintenance Rogel Valles,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,07/02/2025,$666.61
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=997&external=true&parentUrl=close,PO #99SWC-NV25-25281:997,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Alexandria Repp,3PS - Sent,07/03/2025,$107.02
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=998&external=true&parentUrl=close,PO #99SWC-NV25-25281:998,07-02-2025 Amazon Spirometer For Client On Annex E,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Matthew Laruccia,3PS - Sent,07/03/2025,$19.99
