PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4128&external=true&parentUrl=close,99SWC-NV23-15341:4128,G2B From Staples Advantage,Staples Advantage,Governor's Office,Governor's Finance Office,Cassidy Council,3PCR - Complete Receipt,05/20/2024,$179.76
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4129&external=true&parentUrl=close,99SWC-NV23-15341:4129,G2B From Staples Advantage,Staples Advantage,Governor's Office,Governor's Finance Office,Cassidy Council,3PCR - Complete Receipt,05/20/2024,$423.45
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4130&external=true&parentUrl=close,99SWC-NV23-15341:4130,Staples 05-20-2024 Stock,Staples Advantage,Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,05/21/2024,$641.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4131&external=true&parentUrl=close,99SWC-NV23-15341:4131,APS Staples Office Supply Order- Reno,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Lacey Hix,3PCR - Complete Receipt,05/21/2024,$194.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4132&external=true&parentUrl=close,99SWC-NV23-15341:4132,APS Staples Office Supply Order- Las Vegas,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Lacey Hix,3PCR - Complete Receipt,05/21/2024,$405.34
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4133&external=true&parentUrl=close,99SWC-NV23-15341:4133,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Nevada Taxicab Authority,Corazon Fontillas,3PCR - Complete Receipt,05/21/2024,$38.06
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4134&external=true&parentUrl=close,99SWC-NV23-15341:4134,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Nevada Taxicab Authority,Corazon Fontillas,3PCR - Complete Receipt,05/21/2024,$38.06
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4135&external=true&parentUrl=close,99SWC-NV23-15341:4135,G2B From Staples Advantage,Staples Advantage,Public Utilities Commission,Public Utilities Commission,Dorothy Loucks,3PS - Sent,05/21/2024,$60.80
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4136&external=true&parentUrl=close,99SWC-NV23-15341:4136,G2B From Staples Advantage,Staples Advantage,Colorado River Commission,Colorado River Commission,Gina Goodman,3PS - Sent,05/21/2024,$196.67
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4137&external=true&parentUrl=close,99SWC-NV23-15341:4137,Staples Cart 5-17-2024,Staples Advantage,Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,05/21/2024,$268.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4138&external=true&parentUrl=close,99SWC-NV23-15341:4138,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Marne Griepentrog,3PCR - Complete Receipt,05/21/2024,$265.48
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4139&external=true&parentUrl=close,99SWC-NV23-15341:4139,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Marne Griepentrog,3PCR - Complete Receipt,05/21/2024,$144.53
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4140&external=true&parentUrl=close,99SWC-NV23-15341:4140,G2B From Staples Advantage,Staples Advantage,Department of Human Services,Aging and Disability Services Division,Marne Griepentrog,3PCR - Complete Receipt,05/21/2024,$51.72
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4141&external=true&parentUrl=close,99SWC-NV23-15341:4141,Paper,Staples Advantage,Department of Corrections,Department of Corrections,Michelle Sacedor,3PCR - Complete Receipt,05/21/2024,$155.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4142&external=true&parentUrl=close,99SWC-NV23-15341:4142,G2B From Staples Advantage,Staples Advantage,Department of Education,Department of Education,Krisi Taylor,3PS - Sent,05/21/2024,"$1,125.95"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4143&external=true&parentUrl=close,99SWC-NV23-15341:4143,G2B From Staples Advantage,Staples Advantage,Attorney General's Office,Attorney General's Office,Sandra Geyer,3PS - Sent,05/21/2024,$269.52
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4144&external=true&parentUrl=close,99SWC-NV23-15341:4144,G2B From Staples Advantage - Admin.Projects,Staples Advantage,Department of Business and Industry,Real Estate Division,Shareece Bates,3PCR - Complete Receipt,05/22/2024,$170.36
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4145&external=true&parentUrl=close,99SWC-NV23-15341:4145,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Real Estate Division,Sandra Saenz,3PCR - Complete Receipt,05/22/2024,$168.06
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4146&external=true&parentUrl=close,99SWC-NV23-15341:4146,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Real Estate Division,Isabella Wehbe,3PCR - Complete Receipt,05/22/2024,$36.92
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4147&external=true&parentUrl=close,99SWC-NV23-15341:4147,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Real Estate Division,Susana McGee,3PCR - Complete Receipt,05/22/2024,$67.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4148&external=true&parentUrl=close,99SWC-NV23-15341:4148,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Real Estate Division,Norma Sniadach,3PCR - Complete Receipt,05/22/2024,$46.64
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4149&external=true&parentUrl=close,99SWC-NV23-15341:4149,G2B From Staples Advantage,Staples Advantage,Department of Business and Industry,Real Estate Division,Anna Fernandez,3PCR - Complete Receipt,05/22/2024,$47.43
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4150&external=true&parentUrl=close,99SWC-NV23-15341:4150,Office Supplies,Staples Advantage,Department of Conservation and Natural Resources,Forestry Division,Tayler Pirtle,3PCO - Closed,05/22/2024,$258.65
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4151&external=true&parentUrl=close,99SWC-NV23-15341:4151,Staples - BPC South - May Order,Staples Advantage,"Department of Employment, Training and Rehabilitation",Employment Security Division,Niele Parise,3PS - Sent,05/22/2024,$106.52
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4152&external=true&parentUrl=close,99SWC-NV23-15341:4152,Staples Supply Order Contributions South Curry Street May 2024,Staples Advantage,"Department of Employment, Training and Rehabilitation",Employment Security Division,Angela Peake,3PS - Sent,05/22/2024,"$1,066.90"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV23-15341&releaseNbr=4153&external=true&parentUrl=close,99SWC-NV23-15341:4153,G2B From Staples Advantage,Staples Advantage,Attorney General's Office,Attorney General's Office,Jennifer Ross,3PS - Sent,05/22/2024,$149.12
